timestamp,x,y,z
0.000000,4.114901,2.365852,0.000000
0.020000,4.069530,2.453819,0.000000
0.040000,4.091604,2.439228,0.000000
0.060000,4.198132,2.507389,0.000000
0.080000,4.090851,2.538744,0.000000
0.100000,4.038565,2.546578,0.000000
0.120000,4.105328,2.541212,0.000000
0.140000,4.102325,2.619775,0.000000
0.160000,4.082327,2.684073,0.000000
0.180000,4.030659,2.670242,0.000000
0.200000,4.144283,2.743764,0.000000
0.220000,4.161904,2.745676,0.000000
0.240000,4.106793,2.829578,0.000000
0.260000,4.031643,2.875301,0.000000
0.280000,4.087108,2.893001,0.000000
0.300000,4.149841,2.994981,0.000000
0.320000,4.135440,2.945276,0.000000
0.340000,4.101620,2.977908,0.000000
0.360000,4.118426,2.993196,0.000000
0.380000,4.137880,3.095267,0.000000
0.400000,4.172590,3.131796,0.000000
0.420000,4.086293,3.154832,0.000000
0.440000,4.076603,3.179391,0.000000
0.460000,4.175070,3.269730,0.000000
0.480000,4.176676,3.222060,0.000000
0.500000,4.113809,3.300235,0.000000
0.520000,4.110672,3.366872,0.000000
0.540000,4.231742,3.413090,0.000000
0.560000,4.157851,3.412398,0.000000
0.580000,4.129236,3.487352,0.000000
0.600000,4.127237,3.488814,0.000000
0.620000,4.179671,3.494680,0.000000
0.640000,4.224124,3.607317,0.000000
0.660000,4.132566,3.632679,0.000000
0.680000,4.163047,3.619039,0.000000
0.700000,4.235204,3.720228,0.000000
0.720000,4.214751,3.756593,0.000000
0.740000,4.071073,3.769749,0.000000
0.760000,4.164663,3.771428,0.000000
0.780000,4.237374,3.755945,0.000000
0.800000,4.223954,3.861326,0.000000
0.820000,4.207741,3.869969,0.000000
0.840000,4.146231,3.905233,0.000000
0.860000,4.270417,3.964779,0.000000
0.880000,4.227306,4.004807,0.000000
0.900000,4.178162,4.052821,0.000000
0.920000,4.155779,4.048146,0.000000
0.940000,4.236943,4.048143,0.000000
0.960000,4.262007,4.133813,0.000000
0.980000,4.184703,4.152737,0.000000
1.000000,4.138038,4.180807,0.000000
1.020000,4.240995,4.202870,0.000000
1.040000,4.254873,4.272431,0.000000
1.060000,4.247299,4.298779,0.000000
1.080000,4.188644,4.324402,0.000000
1.100000,4.192582,4.358796,0.000000
1.120000,4.264248,4.466308,0.000000
1.140000,4.187473,4.434140,0.000000
1.160000,4.176603,4.422582,0.000000
1.180000,4.279174,4.512615,0.000000
1.200000,4.284626,4.495060,0.000000
1.220000,4.233829,4.512440,0.000000
1.240000,4.187944,4.652236,0.000000
1.260000,4.205487,4.601434,0.000000
1.280000,4.257765,4.635096,0.000000
1.300000,4.139430,4.683914,0.000000
1.320000,4.126918,4.727602,0.000000
1.340000,4.193332,4.791314,0.000000
1.360000,4.220425,4.766463,0.000000
1.380000,4.200129,4.770397,0.000000
1.400000,4.149741,4.877629,0.000000
1.420000,4.153769,4.874941,0.000000
1.440000,4.236118,4.923744,0.000000
1.460000,4.123975,4.891466,0.000000
1.480000,4.138460,4.970686,0.000000
1.500000,4.186076,5.002777,0.000000
1.520000,4.187710,5.029872,0.000000
1.540000,4.150986,5.031914,0.000000
1.560000,4.154641,5.097922,0.000000
1.580000,4.115156,5.133693,0.000000
1.600000,4.154343,5.167829,0.000000
1.620000,4.154134,5.149752,0.000000
1.640000,4.099794,5.216852,0.000000
1.660000,4.144083,5.291413,0.000000
1.680000,4.147823,5.241888,0.000000
1.700000,4.066413,5.269971,0.000000
1.720000,4.037688,5.334585,0.000000
1.740000,4.093014,5.379036,0.000000
1.760000,4.123893,5.427666,0.000000
1.780000,4.056030,5.495479,0.000000
1.800000,4.025424,5.417954,0.000000
1.820000,4.015351,5.487924,0.000000
1.840000,4.082556,5.524641,0.000000
1.860000,4.046922,5.530805,0.000000
1.880000,3.946229,5.517315,0.000000
1.900000,3.995148,5.618232,0.000000
1.920000,4.059714,5.584960,0.000000
1.940000,4.005406,5.663704,0.000000
1.960000,3.909309,5.686594,0.000000
1.980000,3.970581,5.677561,0.000000
2.000000,4.158561,5.907041,0.000000
2.020000,4.099010,5.832218,0.000000
2.040000,4.073706,5.826192,0.000000
2.060000,4.091477,5.697508,0.000000
2.080000,4.146547,5.756208,0.000000
2.100000,4.113724,5.716414,0.000000
2.120000,4.063791,5.626732,0.000000
2.140000,4.119139,5.619404,0.000000
2.160000,4.139922,5.621525,0.000000
2.180000,4.102999,5.578599,0.000000
2.200000,4.038148,5.532028,0.000000
2.220000,4.082082,5.490654,0.000000
2.240000,4.135615,5.469968,0.000000
2.260000,4.142721,5.465853,0.000000
2.280000,4.057969,5.406349,0.000000
2.300000,4.162792,5.383152,0.000000
2.320000,4.181173,5.350959,0.000000
2.340000,4.103834,5.297133,0.000000
2.360000,4.025144,5.296706,0.000000
2.380000,4.153221,5.221340,0.000000
2.400000,4.227246,5.169810,0.000000
2.420000,4.136282,5.186210,0.000000
2.440000,4.081263,5.120808,0.000000
2.460000,4.142389,5.072455,0.000000
2.480000,4.174146,5.064071,0.000000
2.500000,4.201043,5.055347,0.000000
2.520000,4.120667,4.963111,0.000000
2.540000,4.149155,5.050920,0.000000
2.560000,4.215592,4.946956,0.000000
2.580000,4.195949,4.887944,0.000000
2.600000,4.101043,4.879282,0.000000
2.620000,4.124738,4.864540,0.000000
2.640000,4.167799,4.831855,0.000000
2.660000,4.214615,4.737494,0.000000
2.680000,4.147366,4.702339,0.000000
2.700000,4.076421,4.704444,0.000000
2.720000,4.229040,4.688152,0.000000
2.740000,4.260198,4.633876,0.000000
2.760000,4.130022,4.583964,0.000000
2.780000,4.115004,4.534240,0.000000
2.800000,4.253010,4.507589,0.000000
2.820000,4.173463,4.440452,0.000000
2.840000,4.180477,4.427472,0.000000
2.860000,4.186104,4.422953,0.000000
2.880000,4.238619,4.368289,0.000000
2.900000,4.252873,4.313804,0.000000
2.920000,4.225436,4.315871,0.000000
2.940000,4.211919,4.253720,0.000000
2.960000,4.223568,4.258396,0.000000
2.980000,4.235365,4.201253,0.000000
3.000000,4.200937,4.187079,0.000000
3.020000,4.212732,4.151117,0.000000
3.040000,4.258313,4.089365,0.000000
3.060000,4.239367,4.041226,0.000000
3.080000,4.260039,4.002803,0.000000
3.100000,4.169655,3.955156,0.000000
3.120000,4.217537,3.881494,0.000000
3.140000,4.287922,3.890627,0.000000
3.160000,4.233748,3.855585,0.000000
3.180000,4.207422,3.766487,0.000000
3.200000,4.240101,3.788787,0.000000
3.220000,4.290292,3.749401,0.000000
3.240000,4.259171,3.680560,0.000000
